sale_dollars
7.4
7.4
322.07
953.76
755.76
684.0
184.8
184.8
243.12
206.64
243.12
243.12
188.4
243.12
243.12
188.4
243.12
243.12
188.4
188.4
243.12
188.4
188.4
243.12
561.36
561.36
629.76
597.36
561.36
561.36
629.76
629.76
629.76
629.76
629.76
629.76
576.0
576.0
576.0
576.0
576.0
576.0
576.0
576.0
576.0
576.0
629.76
629.76
629.76
629.76
561.36
561.36
629.76
597.36
597.36
561.36
597.36
561.36
561.36
597.36
561.36
561.36
561.36
561.36
561.36
576.0
576.0
561.36
629.76
561.36
561.36
629.76
561.36
597.36
561.36
561.36
561.36
561.36
597.36
597.36
629.76
252.0
252.0
221.28
221.28
234.24
221.28
234.24
221.28
221.28
221.28
221.28
221.28
221.28
221.28
221.28
221.28
221.28
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
198.0
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
188.4
147.84
180.0
180.0
287.76
362.64
575.76
629.76
593.76
593.76
611.76
575.76
485.28
665.76
755.28
360.0
360.0
360.0
882.0
756.0
594.0
540.0
540.0
540.0
540.0
540.0
288.0
278.64
306.0
288.0
270.0
288.0
450.0
486.0
396.0
396.0
378.0
396.0
378.0
396.0
396.0
378.0
378.0
378.0
630.0
648.0
648.0
630.0
414.0
393.12
393.12
393.12
393.12
393.12
396.0
360.0
229.68
147.6
432.0
809.76
809.76
809.76
715.32
715.32
715.32
126.0
126.0
126.0
126.0
126.0
126.0
150.72
150.72
150.72
150.72
126.0
148.8
143.76
126.0
126.0
126.0
143.76
126.0
198.48
270.0
450.0
720.48
560.64
572.88
560.64
560.64
572.88
560.64
572.88
560.64
572.88
572.88
594.0
415.44
415.44
567.0
850.32
918.0
396.0
396.0
414.0
360.0
690.24
396.0
396.0
396.0
377.76
252.0
327.36
327.36
327.36
900.0
291.6
378.0
396.0
378.0
378.0
378.0
396.0
378.0
360.0
378.0
486.0
421.2
378.0
378.0
414.0
684.0
585.18
585.18
486.0
503.76
486.0
486.0
503.76
143.52
162.0
178.2
244.32
244.32
244.32
612.0
413.76
359.76
413.76
359.76
359.76
359.76
359.76
413.76
359.76
413.76
359.76
359.76
413.76
359.76
359.76
359.76
413.76
359.76
359.76
359.76
359.76
179.76
614.34
513.0
540.0
665.76
540.0
450.0
450.0
264.72
267.12
267.12
252.0
252.0
297.12
252.0
252.0
123.36
123.36
121.44
121.44
121.44
121.44
121.44
161.28
162.0
252.0
252.0
252.0
139.2
139.2
139.2
139.2
139.2
139.2
139.2
139.2
139.2
139.2
139.2
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
125.76
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
121.44
125.76
121.44
125.28
107.28
306.0
189.36
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
133.92
144.0
133.92
133.92
120.24
120.72
120.24
120.24
120.24
120.24
126.0
120.24
120.24
120.24
120.24
120.72
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.72
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
126.0
120.24
120.24
120.24
120.72
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.24
120.72
120.72
120.24
120.24
120.24
120.24
126.0
120.24
120.24
120.24
120.72
120.24
120.24
120.24
120.24
120.72
120.72
297.12
270.0
119.28
119.28
119.28
119.28
119.28
119.28
119.28
119.28
119.28
